posisi,deskripsi,level
flutter developer,"['Problem Solving', 'REST API', 'Flutter', 'Storage Management']",middle
full stack developer,"['Node.js', 'Angular', 'UI/UX Design', 'Communication', 'Kubernetes', 'InfluxDB', 'REST API', 'Go', 'Java', 'C++', 'R']",senior
php developer,"['HTML', 'CSS', 'PHP', 'R']",middle
devops engineer,"['Information Security', 'Critical Thinking', 'Problem Solving', 'DevOps', 'Active Directory', 'PostgreSQL']",senior
database administrator,"['SQL Server', 'Statistical Analysis', 'Backup & Recovery', 'SQL', 'Statistics', 'R', 'jQuery', 'DevOps']",middle
software engineer,"['SDLC', 'Test Plan', 'Kanban', 'Agile', 'Scrum', 'Classification', 'R']",senior
devops engineer,"['PostgreSQL', 'CI/CD', 'Automated Testing', 'PowerShell', 'DevOps', 'Azure', 'Bash', 'LESS', 'AWS']",senior
php developer,"['JavaScript', 'HTML', 'C++', 'PHP', 'CSS', 'R']",senior
django developer,"['Python', 'Django']",middle
django developer,"['Deep Learning', 'Machine Learning', 'Data Science', 'Python', 'Artificial Intelligence', 'Computer Vision']",entry
network engineer,"['Help Desk', 'Juniper', 'Python', 'DevOps', 'Linux', 'MPLS', 'R', 'Troubleshooting']",senior
django developer,"['REST API', 'JavaScript', 'Python', 'jQuery', 'Django', 'HTML', 'CSS', 'API', 'Troubleshooting']",entry
full stack developer,"['Data Pipeline', 'Integration Testing', 'Communication', 'Unit Testing', 'JavaScript', 'Angular', 'jQuery', 'Ruby on Rails', 'Ruby', 'HTML', 'REST API', 'Talend']",senior
network engineer,"['Project Management', 'Troubleshooting', 'Firewall', 'Computer Vision']",unspecified
flutter developer,"['Flutter', 'API']",entry
devops engineer,"['AWS', 'GCP', 'Project Management', 'Automated Testing', 'Teamwork', 'JavaScript', 'Kubernetes', 'REST API', 'Docker', 'DevOps', 'Azure', 'Agile', 'HTML', 'CSS', 'Git', 'Problem Solving']",senior
php developer,"['JavaScript', 'HTML', 'PHP', 'CSS', 'Troubleshooting']",entry
flutter developer,"['Android Studio', 'Android', 'Flutter', 'SQLite', 'Java', 'REST API', 'API', 'Git']",middle
full stack developer,"['MySQL', 'Communication', 'Teamwork', 'JavaScript', 'New Relic', 'Jenkins', 'Splunk', 'Ruby on Rails', 'Linux', 'Agile', 'Ruby', 'HTML', 'AWS', 'Git', 'R', 'Talend']",middle
flutter developer,"['Problem Solving', 'REST API', 'Android', 'Flutter', 'Storage Management', 'API']",middle
django developer,"['UI/UX Design', 'Python', 'Django', 'SQL', 'ERP', 'R']",senior
network engineer,"['Problem Solving', 'Agile', 'SDLC']",senior
software engineer,"['.NET', 'SQL Server', 'JavaScript', 'Angular', 'jQuery', 'HTML', 'Azure', 'CSS', 'API', 'SQL', 'Git', 'C#', 'R']",entry
java developer,"['MySQL', 'CI/CD', 'Information Security', 'Automated Testing', 'Web Service', 'JavaScript', 'Reporting', 'Selenium', 'Angular', 'Jenkins', 'Oracle DB', 'DevOps', 'HTML', 'Azure', 'OAuth', 'JUnit', 'Agile', 'Java', 'REST API', 'SOAP', 'CSS', 'API', 'SQL', 'Git', 'SSL/TLS', 'JWT', 'R', 'Problem Solving', 'Objective-C', 'jQuery']",senior
node js developer,"['Node.js', 'TypeScript', 'MongoDB']",middle
network engineer,"['Technical Support', 'Cisco']",unspecified
node js developer,"['Node.js', 'Express.js', 'MySQL', 'JavaScript', 'Angular', 'REST API', 'MongoDB', 'Jenkins', 'jQuery', 'HTML', 'React', 'CSS', 'Git']",middle
backend developer,"['Spring', 'Java', 'SQL']",senior
node js developer,"['Node.js', 'Spring Boot', 'Shell Scripting', 'Apache Spark', 'Unit Testing', 'Prototyping', 'JavaScript', 'Bootstrap', 'Angular', 'Webpack', 'REST API', 'Python', 'Spring', 'Hadoop', 'Splunk', 'GitHub', 'HTML', 'React', 'Kafka', 'JUnit', 'Agile', 'Scrum', 'Java', 'CSS', 'LESS', 'Hive', 'Unix', 'SQL', 'Machine Learning', 'Business Intelligence', 'R', 'Storage Management', 'Elasticsearch', 'Talend']",senior
wordpress developer,"['REST API', 'JavaScript', 'jQuery', 'HTML', 'PHP', 'CSS']",middle
node js developer,"['Node.js', 'MySQL', 'Unit Testing', 'Teamwork', 'DynamoDB', 'Express.js', 'MongoDB', 'CouchDB', 'Docker', 'DevOps', 'Azure', 'Agile', 'Scrum', 'REST API', 'Jest', 'PHP', 'API', 'SQL', 'AWS', 'Git', 'Problem Solving', 'jQuery']",senior
devops engineer,"['.NET', 'SQL Server', 'CI/CD', 'DevOps', 'Azure', 'API', 'Git', 'C#', 'Problem Solving']",senior
java developer,"['Technical Support', 'Problem Solving', 'Java', 'R', 'InVision']",entry
php developer,"['Vue.js', 'CodeIgniter', 'JavaScript', 'Laravel', 'jQuery', 'HTML', 'CSS', 'PHP', 'R']",unspecified
javascript developer,"['Node.js', 'Vue.js', 'JavaScript', 'Salesforce', 'Angular', 'Storage Management', 'jQuery', 'HTML', 'CSS', 'API', 'CRM', 'Problem Solving']",entry
node js developer,"['React', 'UI/UX Design', 'Troubleshooting', 'JavaScript', 'Express.js', 'MongoDB', 'Redis', 'API']",middle
full stack developer,"['Software Testing', 'JavaScript', 'Angular', 'jQuery', 'Spring', 'React', 'Mocha', 'Agile', 'Java', 'HTML', 'AWS']",senior
full stack developer,"['UI/UX Design', 'Communication', 'JavaScript', 'Python', 'jQuery', 'Ruby', 'HTML', 'PHP', 'Git', 'R', 'Troubleshooting']",senior
java developer,"['React', 'Spring Boot', 'Angular', 'Node.js', 'Java', 'PostgreSQL']",senior
wordpress developer,"['REST API', 'PHP']",entry
javascript developer,"['.NET', 'JavaScript', 'UI/UX Design', 'Angular', 'Webpack', 'HTML', 'CSS', 'SASS', 'Git', 'C#', 'R']",senior
django developer,"['MySQL', 'AWS', 'Project Management', 'JavaScript', 'Bootstrap', 'UI/UX Design', 'Python', 'jQuery', 'Django', 'Flask', 'Linux', 'Agile', 'Scrum', 'HTML', 'REST API', 'CSS', 'Git']",entry
javascript developer,"['Node.js', 'REST API', 'Spring Boot', 'UI/UX Design', 'Elasticsearch', 'JavaScript', 'Kubernetes', 'Angular', 'Kanban', 'MongoDB', 'Kafka', 'Agile', 'Scrum', 'Java', 'gRPC', 'AWS', 'SAP', 'CRM']",senior
devops engineer,"['Kubernetes', 'Jenkins', 'Docker', 'DevOps', 'Linux', 'AWS']",senior
java developer,"['MySQL', 'SQL Server', 'Unit Testing', 'JavaScript', 'Python', 'jQuery', 'Spring', 'Oracle DB', 'JUnit', 'Java', 'HTML', 'REST API', 'SOAP', 'CSS', 'SQL', 'R']",entry
php developer,"['Vue.js', 'MySQL', 'REST API', 'Software Testing', 'JavaScript', 'Laravel', 'HTML', 'PHP', 'CSS', 'API', 'SQL', 'R', 'jQuery']",senior
backend developer,"['MySQL', 'REST API', 'Azure', 'AWS', 'MongoDB', 'Docker', 'Java', 'C++', 'R']",entry
network engineer,"['MySQL', 'Microsoft Office', 'TCP/IP', 'Disaster Recovery', 'Troubleshooting', 'Windows Server', 'VMware', 'Backup & Recovery', 'Linux', 'PHP', 'AWS', 'DNS', 'Firewall']",senior
devops engineer,"['Node.js', 'CI/CD', 'Integration Testing', 'Automated Testing', 'Disaster Recovery', 'Problem Solving', 'Load Balancer', 'Kubernetes', 'DynamoDB', 'Android', 'Ansible', 'Jenkins', 'Storage Management', 'Docker', 'DevOps', 'Linux', 'GitHub', 'Backup & Recovery', 'Nginx', 'Agile', 'LDAP', 'iOS', 'AWS', 'SSO', 'Virtualization', 'Firewall']",middle
php developer,"['MySQL', 'REST API', 'JavaScript', 'Bootstrap', 'jQuery', 'HTML', 'PHP', 'CSS', 'API', 'R', 'CodeIgniter', 'Objective-C', 'DevOps']",senior
flutter developer,"['REST API', 'UI/UX Design', 'JavaScript', 'Flutter', 'Dart']",senior
php developer,"['MySQL', 'JavaScript', 'Bootstrap', 'Laravel', 'REST API', 'jQuery', 'HTML', 'CSS', 'PHP', 'AWS', 'Git']",middle
ios developer,"['UI/UX Design', 'iOS', 'Objective-C', 'Swift']",middle
software engineer,"['Spring Boot', 'Microservices', 'Spring', 'MongoDB', 'Kafka', 'Agile', 'Java', 'REST API', 'SQL', 'Problem Solving', 'R']",unspecified
network engineer,"['Agile', 'Scrum', 'Computer Vision']",senior
node js developer,"['Node.js', 'JavaScript', 'UI/UX Design']",senior
java developer,"['SQL Server', 'Spring Boot', 'Integration Testing', 'Linux', 'Java', 'REST API', 'SQL', 'Active Directory', 'Troubleshooting', 'jQuery']",senior
backend developer,"['MySQL', 'REST API', 'UI/UX Design', 'Software Testing', 'JavaScript', 'Laravel', 'HTML', 'PHP', 'CSS', 'API', 'SQL', 'R', 'jQuery']",senior
backend developer,"['MySQL', 'Teamwork', 'JavaScript', 'Bootstrap', 'Angular', 'Laravel', 'jQuery', 'HTML', 'CSS', 'PHP', 'API']",senior
php developer,"['MySQL', 'JavaScript', 'Laravel', 'jQuery', 'HTML', 'REST API', 'SOAP', 'PHP', 'CSS', 'API']",senior
backend developer,"['JavaScript', 'Teamwork', 'HTML', 'PHP', 'CSS', 'Problem Solving', 'R', 'Troubleshooting']",entry
ios developer,"['REST API', 'UI/UX Design', 'Objective-C', 'Storage Management', 'Swift', 'C++', 'iOS', 'Git', 'R']",middle
node js developer,"['Node.js', 'Angular', 'JavaScript', 'Docker', 'SQL']",middle
wordpress developer,"['React', 'UI/UX Design', 'Teamwork', 'JavaScript', 'Angular', 'HTML', 'CSS', 'PHP']",senior
database administrator,"['Technical Support', 'Microsoft Office', 'Excel', 'PowerPoint', 'Storage Management', 'Problem Solving', 'Google Workspace', 'Google Sheets', 'InVision']",senior
backend developer,"['MySQL', 'Angular', 'jQuery', 'Oracle DB', 'HTML', 'Azure', 'Java', 'CSS', 'AWS', 'Troubleshooting', 'R']",unspecified
ios developer,"['Objective-C', 'SQLite', 'Swift', 'Agile', 'REST API', 'SOAP', 'iOS']",senior
node js developer,"['Node.js', 'React', 'REST API', 'JavaScript', 'Angular', 'MongoDB', 'Kanban', 'HTML', 'Agile', 'Scrum', 'CSS', 'SOAP']",senior
node js developer,"['Node.js', 'Vue.js', 'JavaScript', 'HTML', 'CSS', 'Git']",senior
backend developer,"['REST API', 'UI/UX Design', 'Problem Solving', 'JavaScript', 'Python', 'Django', 'HTML', 'CSS', 'AWS']",middle
network engineer,"['Troubleshooting', 'Juniper', 'Backup & Recovery', 'Cisco', 'VPN', 'Firewall']",entry
database administrator,"['Communication', 'Excel', 'Problem Solving']",senior
network engineer,[],unspecified
django developer,"['Spring Boot', 'Microservices', 'Cassandra', 'Reporting', 'Python', 'Django', 'Hadoop', 'Redis', 'HBase', 'Apache Spark', 'Kafka', 'Java', 'AWS']",senior
devops engineer,"['CI/CD', 'Project Management', 'Shell Scripting', 'Problem Solving', 'Troubleshooting', 'Virtualization', 'PowerShell', 'Jenkins', 'Storage Management', 'Python', 'DevOps', 'Backup & Recovery', 'Linux', 'Agile', 'SDLC', 'C#', 'Perl', 'R']",senior
flutter developer,"['Android', 'Flutter', 'REST API', 'iOS']",entry
ios developer,"['UI/UX Design', 'Attention to Detail', 'Troubleshooting', 'Objective-C', 'Web Service', 'REST API', 'SOAP', 'iOS']",senior
flutter developer,"['Android', 'Flutter', 'REST API', 'API', 'iOS', 'R', 'Talend']",entry
database administrator,"['MySQL', 'Communication', 'Shell Scripting', 'Troubleshooting', 'MariaDB', 'Python', 'Oracle DB', 'Backup & Recovery', 'Linux', 'Perl', 'PHP', 'SQL', 'Problem Solving', 'R']",senior
ios developer,"['Objective-C', 'REST API', 'Swift', 'API', 'iOS', 'Talend']",entry
ios developer,"['iOS', 'Swift']",unspecified
database administrator,"['PostgreSQL', 'MySQL', 'ETL', 'DynamoDB', 'Storage Management', 'DevOps', 'SQL', 'AWS', 'InVision']",senior
ios developer,"['Data Modeling', 'UI/UX Design', 'iOS', 'Problem Solving', 'Objective-C', 'Web Service', 'SQLite', 'C++', 'Git', 'Google Workspace', 'Talend', 'DevOps']",senior
ios developer,"['Attention to Detail', 'Problem Solving', 'Unit Testing', 'Objective-C', 'JavaScript', 'UI/UX Design', 'REST API', 'Android', 'Python', 'Agile', 'Ruby', 'HTML', 'CSS']",senior
network engineer,"['Virtualization', 'Ansible', 'Python', 'VMware', 'Azure', 'Linux', 'Bash', 'OSPF']",senior
javascript developer,"['React', 'JavaScript', 'Angular', 'Spring', 'Oracle DB', 'DevOps', 'Agile', 'Java', 'SQL', 'AWS', 'R']",senior
node js developer,"['Node.js', 'Express.js', 'MySQL', 'JavaScript', 'Linux', 'Git']",middle
full stack developer,"['Node.js', 'React', 'Integration Testing', 'Automated Testing', 'Problem Solving', 'Prototyping', 'JavaScript', 'GraphQL', 'Python', 'Django', 'Heroku', 'Docker', 'GitHub', 'Ruby', 'AWS', 'R', 'jQuery']",senior
software engineer,"['JavaScript', 'TypeScript', 'Agile', 'React', '.NET', 'C#', 'Business Intelligence', 'R', 'Google Workspace', 'Scrum', 'InVision']",senior
node js developer,"['Node.js', 'Express.js', 'PostgreSQL', 'Technical Support', 'JavaScript', 'Storage Management', 'REST API', 'API', 'Problem Solving']",middle
backend developer,"['Data Science', 'UI/UX Design', 'React', 'API', 'Artificial Intelligence', 'R', 'Virtualization']",entry
software engineer,"['Kotlin', 'Java', 'R']",senior
javascript developer,"['Angular', 'JavaScript', 'Express.js', 'jQuery', 'HTML', 'Java', 'CSS', 'C++', 'iOS', 'Ionic']",middle
network engineer,"['Disaster Recovery', 'Virtualization', 'Help Desk', 'Storage Management', 'Backup & Recovery', 'Troubleshooting']",senior
software engineer,"['Machine Learning', 'Data Lake', 'Artificial Intelligence', 'Cybersecurity', 'Python', 'Java', 'SDLC', 'C++', 'SQL', 'R', 'Talend']",senior
wordpress developer,['Laravel'],entry
php developer,"['MySQL', 'jQuery', 'HTML', 'PHP', 'CSS', 'R']",entry
backend developer,[],entry
node js developer,"['Node.js', 'Angular', 'Technical Support', 'Problem Solving', 'JavaScript', 'Storage Management', 'HTML', 'CSS']",entry
backend developer,"['Node.js', 'CI/CD', 'Microservices', 'Elasticsearch', 'GCP', 'Kubernetes', 'Cassandra', 'DynamoDB', 'MongoDB', 'Jenkins', 'Docker', 'Redis', 'Neo4j', 'Azure', 'REST API', 'AWS']",middle
javascript developer,"['JavaScript', 'jQuery']",senior
javascript developer,"['Problem Solving', 'JavaScript', 'HTML', 'CSS']",senior
java developer,"['Angular', 'Microservices', 'UI/UX Design', 'Java', 'REST API', 'API', 'SAP', 'R', 'Troubleshooting', 'InVision']",senior
devops engineer,"['Juniper', 'Python', 'DevOps', 'Linux', 'MPLS', 'R', 'Troubleshooting']",senior
flutter developer,"['CI/CD', 'JavaScript', 'Bootstrap', 'Firestore', 'Firebase', 'Adobe XD', 'Angular', 'Android', 'Flutter', 'Java', 'REST API', 'iOS', 'Git', 'jQuery', 'Wireframing']",senior
backend developer,"['PostgreSQL', 'Data Science', 'Data Analysis', 'Python', 'Django', 'Flask', 'Linux', 'Bash', 'Odoo', 'API', 'SQL', 'R']",senior
django developer,"['MongoDB', 'Python', 'Django', 'REST API']",senior
php developer,"['MySQL', 'Troubleshooting', 'JavaScript', 'Symfony', 'REST API', 'Jenkins', 'Apache', 'GitHub', 'HTML', 'Java', 'SOAP', 'Unix', 'PHP', 'CSS', 'Git']",senior
devops engineer,['DevOps'],senior
php developer,"['JavaScript', 'Laravel', 'HTML', 'PHP', 'CSS', 'Troubleshooting', 'Talend']",senior
devops engineer,['DevOps'],unspecified
java developer,"['.NET', 'Node.js', 'Angular', 'MySQL', 'Problem Solving', 'JavaScript', 'Android', 'Python', 'Swift', 'HTML', 'Agile', 'Java', 'C++', 'PHP', 'SQL', 'C#', 'R', 'Objective-C', 'Talend']",entry
django developer,"['Attention to Detail', 'Problem Solving', 'Storage Management', 'Python', 'Django', 'Flask', 'Git', 'SVN']",middle
ios developer,"['iOS', 'Unit Testing', 'Prototyping', 'Agile', 'Scrum', 'Git', 'Problem Solving']",senior
wordpress developer,"['MySQL', 'JavaScript', 'PHP', 'CSS', 'HTML']",unspecified
node js developer,[],unspecified
database administrator,[],middle
full stack developer,"['SQL Server', 'Android', 'Communication', 'Project Management', 'Objective-C', 'JavaScript', 'Bootstrap', 'Laravel', 'Symfony', 'jQuery', 'Swift', 'Excel Macro', '.NET', 'HTML', 'PHP', 'SQL', 'Git', 'SVN', 'R']",senior
ios developer,"['iOS', 'Objective-C', 'Swift', 'Computer Vision']",unspecified
full stack developer,"['SQL Server', 'UI/UX Design', 'SDLC', 'Analytical Thinking', 'Web Service', 'JavaScript', 'jQuery', 'HTML', 'Agile', '.NET', 'CSS', 'API']",senior
django developer,"['Python', 'Django', 'VMware', 'Agile', 'AWS', 'Microservices', 'Rust', 'Troubleshooting', 'Talend']",senior
php developer,"['JavaScript', 'HTML', 'PHP', 'CSS', 'Talend', 'R']",entry
django developer,"['UI/UX Design', 'Unit Testing', 'Bootstrap', 'Python', 'Django', 'AWS', 'Git']",senior
flutter developer,"['Troubleshooting', 'Firebase', 'Flutter', 'Storage Management', 'API']",unspecified
full stack developer,"['Data Visualization', 'UI/UX Design', 'JavaScript', 'Dashboard', 'Python', 'Java', 'Ruby', 'R', 'Virtualization']",senior
wordpress developer,"['MySQL', 'Unit Testing', 'JavaScript', 'Laravel', 'REST API', 'jQuery', 'HTML', 'CSS', 'PHP', 'API', 'Git', 'SVN', 'R']",senior
wordpress developer,"['JavaScript', 'REST API', 'jQuery', 'HTML', 'CSS', 'PHP', 'R', 'Wireframing']",entry
php developer,"['MySQL', 'REST API', 'Shell Scripting', 'CodeIgniter', 'JavaScript', 'jQuery', 'Apache', 'Redis', 'Linux', 'Agile', 'Perl', 'HTML', 'PHP', 'CSS', 'API', 'Active Directory']",senior
full stack developer,"['Teamwork', 'JavaScript', 'AWS']",unspecified
node js developer,"['Node.js', 'Problem Solving', 'Unit Testing', 'JavaScript', 'TypeScript', 'Express.js', 'MongoDB', 'Storage Management', 'HTML', 'CSS', 'API', 'SQL', 'AWS']",senior
ios developer,"['UI/UX Design', 'React Native', 'Objective-C', 'REST API', 'Swift', 'iOS', 'SVN']",senior
wordpress developer,[],senior
network engineer,[],senior
django developer,"['MySQL', 'Attention to Detail', 'JavaScript', 'Teamwork', 'REST API', 'MongoDB', 'Storage Management', 'Python', 'Django', 'Heroku', 'GitHub', 'HTML', 'Jira', 'AWS', 'R']",senior
django developer,"['Python', 'Django']",middle
node js developer,"['Node.js', 'MySQL', 'JavaScript', 'React', 'Angular', 'Express.js', 'REST API', 'MongoDB', 'API']",entry
backend developer,"['MySQL', 'GCP', 'Angular', 'REST API', 'SOAP', 'PHP', 'API', 'AWS']",middle
php developer,"['MySQL', 'Critical Thinking', 'Problem Solving', 'Laravel', 'jQuery', 'REST API', 'PHP']",senior
ios developer,[],unspecified
javascript developer,"['React', 'UI/UX Design', 'React Native', 'JavaScript', 'HTML', 'CSS', 'Talend']",senior
java developer,"['Spring', 'Java', 'SQL']",senior
full stack developer,"['Agile', 'Scrum', 'LESS', 'KPI', 'R', 'Talend']",senior
flutter developer,"['React Native', 'Angular', 'Flutter', 'Swift', 'Ionic', 'Java', 'Computer Vision', 'Kotlin']",entry
software engineer,"['Juniper', 'Python', 'DevOps', 'Linux', 'MPLS', 'R', 'Troubleshooting']",senior
ios developer,"['UI/UX Design', 'Problem Solving', 'Objective-C', 'REST API', 'Storage Management', 'Swift', 'iOS', 'Git', 'SVN']",middle
network engineer,"['Microsoft Office', 'TCP/IP', 'Project Management', 'Disaster Recovery', 'Troubleshooting', 'Ansible', 'Juniper', 'Excel', 'Azure', 'Cisco', 'OSPF', 'ITIL', 'iOS', 'AWS', 'DNS', 'VPN', 'BGP', 'SSL/TLS', 'Objective-C', 'Firewall', 'VLAN']",senior
javascript developer,"['PostgreSQL', 'MySQL', 'SQL Server', 'Spring Boot', 'Microservices', 'JavaScript', 'Kubernetes', 'SAP HANA', 'Jenkins', 'Spring', 'Oracle DB', 'Hadoop', 'Docker', 'DevOps', 'Azure', 'OWASP', 'Agile', 'Java', 'HTML', 'REST API', 'Unix', 'CSS', 'SQL', 'IBM DB2', 'AWS', 'GCP', 'Git', 'SAP', 'Google Workspace']",senior
ios developer,"['Objective-C', 'SQLite', 'Swift', 'API', 'iOS', 'R']",middle
php developer,"['MySQL', 'PHP']",entry
backend developer,"['MySQL', 'JavaScript', 'Reporting', 'Linux', 'HTML', 'CSS', 'REST API', 'SOAP', 'PHP', 'AWS', 'Bootstrap']",senior
java developer,"['ETL', 'Technical Support', 'Troubleshooting', 'Classification', 'JavaScript', 'Angular', 'Node.js', 'Python', 'DevOps', 'React', 'Java', '.NET', 'Ruby', 'PHP', 'Vue.js', 'AWS', 'Git', 'C#', 'R', 'InVision']",senior
java developer,"['SDLC', 'UI/UX Design', 'Teamwork', 'Storage Management', 'Java', 'SQL', 'Talend']",senior
database administrator,"['Communication', 'Excel']",middle
java developer,"['Vue.js', 'PostgreSQL', 'MySQL', 'AWS', 'JavaScript', 'Bootstrap', 'Laravel', 'jQuery', 'Agile', 'HTML', 'PHP', 'CSS', 'InVision']",senior
flutter developer,"['Node.js', 'PostgreSQL', 'MySQL', 'MongoDB', 'Angular', 'Android', 'Flutter', 'HTML', 'Agile', 'Dart', 'CSS', 'iOS', 'Git']",middle
django developer,"['PostgreSQL', 'Microservices', 'Troubleshooting', 'Python', 'Django', 'React', 'Linux', 'HTML', 'Odoo', 'CSS', 'Git', 'Web Service']",senior
flutter developer,"['Android', 'Android Studio', 'Teamwork', 'Firebase', 'Flutter', 'REST API']",middle
javascript developer,"['Node.js', 'UI/UX Design', 'JavaScript', 'Angular', 'React', 'HTML', 'CSS', 'Vue.js', 'Git']",senior
full stack developer,"['MySQL', 'Communication', 'Project Management', 'JavaScript', 'Apache', 'HTML', 'Nginx', 'Agile', 'CSS', 'Unix', 'Jira', 'jQuery']",senior
